,Titel,Artikel,Datum
5034,Transport Online - Lange file op A12 door ongeval tussen auto en vrachtwagen,"Lange file op A12 door ongeval tussen auto en vrachtwagen WOERDEN - Een ongeval op de A12 Den Haag - Utrecht veroozaakt een ellenlange file tussen Gouda en Woerden. Rond 13:15 was deze aangegroeid tot ruim tien kilometer.  


Na een aanrijding ter hoogte van Woerden tussen een personenauto en een vrachtwagen moesten twee rijstroken afgesloten worden. Naar verluid is er alleen sprake van blikschade. De vrachtwagen staat inmiddels op de vluchtstrook, maar uit de betrokken personenauto lekt waarschijnlijk olie, wat op de rijbaan terecht is gekomen. 


Pas als dit is opgeruimd en de voertuigen geborgen zijn, kunnen de rijstroken vrijgegeven worden. Omdat de vrijdagavondspits traditioneel vroeg op gang komt, raadt de VerkeersInformatieDienst aan de situatie op de A12, maar ook die van de omliggende wegen zoals de A20 en de N11 goed in de gaten te houden, voordat u de weg op gaat. 

 


Het is voor verkeer op de A12 richting Utrecht sowieso raadzaam om vanaf het knooppunt Prins Clausplein de borden Amsterdam te volgen en via de A4, de A9 en de A2 naar de Domstad te rijden.",10/04/2019
5035,Transport Online - Gewonde bij botsing vrachtwagen op hoogwerker ,"Gewonde bij botsing vrachtwagen op hoogwerker  ROTTERDAM (Novum) - Bij een botsing tussen een vrachtwagen en een hoogwerker in Rotterdam is een man gewond geraakt. Het slachtoffers is volgens een woordvoerder van de politie aanspreekbaar, maar hoe hij eraan toe is, is onbekend.  


Het ongeluk gebeurde rond 11.15 uur op de Kreekhuizenlaan. Wat er precies is gebeurd en of er schade is, is nog niet duidelijk.",10/04/2019
5036,Transport Online - Vrachtwagen rijdt van talud op A28 [+foto],"Vrachtwagen rijdt van talud op A28  RIJNSWEERD - Op het knooppunt Rijnsweerd op de A28 Amersfoort - Utrecht is vrijdagmorgen een vrachtwagen van de weg gereden. De chauffeur had moeite om zijn wagen in bedwang te houden in de bocht van de A28 naar de A27. 


De vrachtwagen reed van het talud en kwam in een greppel naast de snelweg terecht. 

 


De bestuurder kwam met de schrik vrij. Op de A28 onstond door het ongeval een file van twee kilometer, meldt de Verkeersinformatiedienst.",10/04/2019
5037,Transport Online - Vrachtwagen met zand zakt weg in het... zand [+foto],"Vrachtwagen met zand zakt weg in het... zand  HAARLEM - Een vrachtwagen met een lading zand is donderdag aan het einde van de ochtend vast komen te zitten. Op het bouwterrein bij de Jan Campertstraat naast de Westelijke Randweg zakte te wagen deels weg en kon niet meer op eigen kracht weg komen.  


Een opgeroepen sleepwagen kreeg het gevaarte ook niet weg en uiteindelijk moest er een grote kraan aan te pas komen om de bak omhoog te hijsen waarna de vrachtwagen zonder bak zich uit het zand kon rijden. ",10/04/2019
5038,Transport Online - Vrachtwagen in de sloot bij Steenbergen,"Vrachtwagen in de sloot bij Steenbergen STEENBERGEN - Donderdagmorgen omstreeks 07:00 uur is er een vrachtwagen van de weg geraakt aan de Hoofdweg in Steenbergen. Deze vrachtwagen, die volgeladen was met verse groente, kwam in de sloot op zijn kant tot stilstand. 


Berger Hamstra uit Tynaarlo en berger Poort uit Hoogkerk waren met zwaar materiaal ter plaatse om de vrachtwagen te bergen. Dat dit geen eenvoudige klus was bleek wel uit het feit dat er vanmiddag om 12:30 uur nog volop werd gewerkt, om de vrachtwagen uit de sloot te hijsen. 


De chauffeur bleef bij het ongeval ongedeerd.",10/04/2019
5039,Transport Online - Grote vertragingen door ongeval met vrachtwagens op A27,"Grote vertragingen door ongeval met vrachtwagens op A27 UTRECHT - Twee vrachtwagens zijn rond 16:15 uur donderdagmiddag met elkaar in botsing gekomen op de A27 vanuit Gorinchem richting Utrecht. Het ongeval gebeurde ter hoogte van het knooppunt Lunetten. 


Op het oog leek het ongeval mee te vallen, maar de vrachtwagens moesten wel worden afgesleept. Of er mensen gewond zijn geraakt is niet bekend geworden. Tussen het knooppunt Evendingen en het knooppunt Lunetten stond om 17:00 uur 9 km stilstaand verkeer. De vertragingstijd was toen al opgelopen tot meer dan een half uur. 


Ter hoogte van het knooppunt Lunetten waren twee rijstroken afgesloten. Rijkswaterstaat kon de rijstroken tegen 17:00 uur vrijgeven. Ook was de spitsstrook afgesloten in verband met de bergingswerkzaamheden, meldt de Verkeersinformatiedienst.",10/04/2019
5040,Transport Online - Automobilist overleden na aanrijding met vrachtwagen [update+foto],"HICHTUM - [update 10:55 uur] Op de weg tussen Leeuwarden en Bolsward is donderdagochtend ter hoogte van Hichtum een automobilist zwaargewond geraakt en later in het ziekenhuis aan zijn verwondingen overleden  


De 36-jarige Harlinger wilde de weg oversteken maar zag daarbij een vrachtwagen over het hoofd. De vrachtwagen raakte de personenauto vol in de zijkant en de bestuurder van de auto raakte bekneld. 

 


De automobilist is met zware verwondingen overgebracht naar het ziekenhuis waar hij later overleed.",10/04/2019
5041,Transport Online - Vrachtwagen met 7 ton hout gekanteld,"Vrachtwagen met 7 ton hout gekanteld OLDENZAAL - Woensdag 5 oktober is omstreeks 11:00 uur een vrachtwagen met oplegger gekanteld op de Enschedesestraat ter hoogte van de Zuidbroekweg in Oldenzaal.  


De oplegger was beladen met ruim zeven ton houten planken. Vermoedelijk heeft de 44-jarige chauffeur uit Heerhugowaard de planken verkeerd geladen waardoor deze is gaan schuiven met alle gevolgen van dien.  


De chauffeur is ongedeerd gebleven. ",10/04/2019
5042,Transport Online - Voorlopige toedracht ongeval A1,"Voorlopige toedracht ongeval A1 RIJSSEN - Woensdag 5 oktober omstreeks 9.20 uur zijn drie vrachtwagens en een personenauto met elkaar in aanrijding gekomen op de A1 ter hoogte van Rijssen. Vlak na de aanrijding zijn de vier voertuigen in brand gevlogen en zijn de banden geëxplodeerd. De vier bestuurders zijn bij de aanrijding lichtgewond geraakt. Twee zijn overgebracht naar het ziekenhuis en twee zijn ter plekke behandeld. Er zijn geen gevaarlijke stoffen vrijgekomen.  


De aanrijding en de brand zijn vermoedelijk ontstaan doordat een 43-jarige vrachtwagenchauffeur uit Ospel, een op de vluchtstrook stilstaande vrachtwagen raakte waardoor zijn combinatie dwars over beide rijbanen kwam te staan.  


De op de linker baan rijdende 58-jarige automobilist uitZenderen kon niet voorkomen dat hij met zijn auto de scharende combinatie raakte en is tegen de middengeleider tot stilstand gekomen. De derde vrachtwagenchauffeur, 30 jaar uit Venlo afkomstig, kon zijn combinatie wel op tijd tot stilstand brengen maar kon niet voorkomen dat zijn vrachtwagen vlam vatte.  

 


De afdeling Verkeersongevallen Analyse van Politie Twente onderzoekt de verdere toedracht van het ongeval.  


Door de aanrijding ondervindt het verkeer op de A1 Almelo richting Deventer nog steeds hinder. Rijkswaterstaat zorgt voor de verkeersafwikkeling en heeft een omleiding ingesteld. De A1 Deventer richting Almelo is weer vrijgegeven.  


De identiteit van de vrachtwagenchauffeur die op de vluchtstrook stond is nog niet bekend. Hij en de automobilist zijn overgebracht naar het ziekenhuis. ",10/04/2019
5043,Transport Online - Ook in Duitsland vanochtend files door vrachtwagenongevallen,"Ook in Duitsland vanochtend files door vrachtwagenongevallen Vanmorgen kwam het op de Duitse A3 en A73 tot lange files na een ongeval met drie vrachtwagens. De materiële schade van het ongeval wordt geschat op  500.000. 


Rond de klok van half vijf vanochtend reed een Nederlandse zwaartransport dieplader over de A3 richting Passau. Daar kreeg hij een klapband en kon hij nog net zijn voertuig op de vluchtstrook zetten. Het transport werd begeleid door een volgwagen.  


Een vrachtwagenchauffeur uit Neder-Franken zag rond 7:00 uur de Nederlandse dieplader te laat op de vluchtstrook staan en raakte het voertuig aan de zijkant en verloor vervolgens de controle over het stuur en botste vervolgens tegen een andere vrachtwagen.  

 


Beide voertuigen kwamen uiteindelijk in de berm tot stilstand en blokkeerden de oprit naar de A73.  


Niemand raakte bij het ongeval gewond. 


De opruimwerkzaamheden hebben nog uren in beslag genomen waardoor lange files ontstonden op zowel de A3 als A73.",10/04/2019
5044,Transport Online - A1 tot zeker in de avond afgesloten door ernstig ongeval [+foto's+video],"A1 tot zeker in de avond afgesloten door ernstig ongeval  MARKELO - Tot zeker 21:00 uur vanavond zal de A1 richting Apeldoorn afgesloten zijn tussen Rijssen en Markelo, na een ernstig ongeval vanmorgen. Richting Henglo zal de rijbaan rond 12:15 uur worden vrijgegeven, dat meldt de Verkeersinformatiedienst. 


Op de A1 tussen Hengelo en Apeldoorn botsten rond 9.15 uur ter hoogte van Rijssen drie vrachtwagens en twee personenauto's tegen elkaar. Volgens de persvoorlichter van de politie Twente staan twee van de vrachtwagens in brand, ook zouden er slachtoffers gevallen zijn. De politie Twente sprak over explosiegevaar. Er is GRIP 1 afgekondigd. 


De A1 is vanwege de ernst van het ongeval in beide richtingen afgesloten. Hulpdiensten als brandweer, ambulance en politie zijn aanwezig om assistentie te verlenen. Inmiddels is het verkeer in beide richtingen tussen de afrit Rijsen en Lochem ingesloten. Richting Hengelo is dat over 4 kilometer, aan de andere kant van de rijbaan staat het verkeer over 3 kilometer stil. 


Op de A1 ontstond een hevige rookontwikkeling wat in de wijde omgeving te zien was. De oorzaak was het plastic waarvan één van de vrachtwagens geladen was. De brandweer had om 11:00 uur de brand onder controle. Op dat moment waren de slachtoffers inmiddels naar het ziekenhuis overgebracht. 


Verkeer tussen Hengelo en Apeldoorn kan beter omrijden via Almelo/Zwolle over de A50, de A28 en de N35. Automobilisten van en naar Arnhem kunnen beter via Enschede rijden over de A35, de N18/A18 en de A12. ",10/04/2019
5045,Transport Online - Ontploffingen bij ongeval met vrachtwagens op A1 [update+foto's+audio],"RIJSSEN - (Novum) - [update 11:10 uur] Door een aanrijding met drie vrachtwagens en een auto is de A1 tussen Hengelo en Deventer woensdagochtend in beide richtingen afgesloten. Bij het ongeluk even voorbij de afrit Rijssen waren de vrachtwagens in brand gevlogen, meldt de ANWB. Vier mensen raakten volgens de brandweer lichtgewond. 


Er zouden zich bij het ongeluk explosies hebben voorgedaan. Een van de vrachtwagens is geladen met plastic en dat geeft veel rook. Rond 10.45 uur meldde de brandweer dat de brand is geblust. 

 


Het ongeluk gebeurde even na 09.15 uur op de rijbaan richting Deventer, maar vanwege de rook is ook de andere rijbaan afgesloten. De rijbaan richting Deventer blijft volgens de ANWB tot 21.00 uur afgesloten. De rijbaan in tegenovergestelde richting zou om 12.15 uur open gaan. 


Op de A1 staat rond 11.00 uur vijf kilometer file. Door mensen die proberen om te rijden loopt het volgens de ANWB ook vast op de N347 en de N350.",10/04/2019
5046,Transport Online - Man overleden na aanrijding met vrachtwagen [+foto],"Man overleden na aanrijding met vrachtwagen  VLAARDINGEN - Dinsdagmorgen heeft er een tragisch bedrijfsongeval plaatsgevonden op de George Stephensonweg in Vlaardingen.  


Op het terrein heeft een vrachtwagen een man overreden. De brandweer rukte uit omdat de man mogelijk bekneld zat onder de vrachtwagen. Dit was niet het geval. Ook de traumahelikopter was ter plaatse om eerste hulp te verlenen. De hulpdiensten hebben de man getracht te reanimeren maar dat mocht niet meer baten. De man was al overleden.",10/04/2019
5047,Transport Online - Rijstroken op A2 afgesloten na ongeval,"Rijstroken op A2 afgesloten na ongeval NIEUWEGEIN - Na een aanrijding tussen meerdere personenauto's en een vrachtwagen zijn dinsdagmorgen rond 07:30 uur twee rijstroken afgesloten op de A2 Den Bosch - Utrecht ter hoogte van Nieuwegein. 


Volgens een woordvoerder van Rijkswaterstaat staat één van de personenautos dwars voor de vrachtwagen, en is er vooralsnog alleen sprake van blikschade, meldt de Verkeersinformatiedienst. 


Net voor 08:00 uur konden de rijstroken op de A2 worden vrijgegeven.",10/04/2019
5048,Transport Online - Omleiding door ongeval met vrachtwagen op A9 [+foto],"Omleiding door ongeval met vrachtwagen op A9  Op de A9 van Amstelveen naar Diemen is tussen Ouderkerk aan de Amstel en het knooppunt Holendrecht de linkerrijstrook afgesloten door een vrachtwagenongeval. Iets voor vier uur maandagmiddag reed de vrachtwagen door nog onbekende oorzaak op de middengeleiderail.  


De vrachtwagen staat rechtop maar toch zijn hulpdiensten ter plaatse. Tussen Amstelveen en het knooppunt Holendrecht liep de filelengte om vier uur al snel op tot 10 kilometer tussen het knooppunt Badhoevedorp en het knooppunt Holendrecht. De vertraging lag op dat moment op meer dan een half uur, meldt de Verkeersinformatiedienst. 

 


Automobilisten richting Utrecht wordt aangeraden om vanaf het knooppunt Badhoevedorp om te rijden via Amsterdam over de A10 en de A2, maar komen door het verkeersaanbod in 3 kilometer file voor de afrit RAI. 


Rijkswaterstaat verwacht rond 17:30 uur de rijstrook vrij te kunnen geven.",10/04/2019
5049,Transport Online - Vrachtwagen rijdt tegen viaduct op A16,"Vrachtwagen rijdt tegen viaduct op A16 Een vrachtwagen is aan het begin van de middag ter hoogte van het knooppunt Terbregseplein tegen een viaduct aangereden. Hierdoor is de lading van de wagen op de rijbaan terechtgekomen. Volgens Rijkswaterstaat zou het gaan om een metalen constructie. 


Als gevolg van de aanrijding moesten twee rijstroken worden afgesloten. Vanuit Breda op de A16 kwam door het ongeval om rond half twee 8 kilometer file te staan tussen het knooppunt Ridderkerk-Noord en het knooppunt Terbregseplein. 


Automobilisten richting Den Haag, die de file wilden ontwijken konden beter omrijden via de Beneluxtunnen door vanaf het knooppunt Ridderkerk-Noord via de A15, de A4 en de A20 te rijden. 

 


De bouwinspectiee is tot twee uur bezig geweest om de schade aan het viaduct op te nemen. Daarna konden alle rijstroken worden vrijgegeven, meldt de Verkeersinformatiedienst.",10/04/2019
5050,Transport Online - Doodgereden voetganger was bekende drummer Finse metalband,"Doodgereden voetganger was bekende drummer Finse metalband (Novum) - De drummer van de Finse metalband Sole Remedy is zondagnacht in Nederland door een ongeval om het leven gekomen. Henry Silmonen lag buiten naast het jongerencentrum Sjiwa in Baarlo te slapen, toen een vrachtwagenchauffeur de 28-jarige over het hoofd zag. 


""Hij lag op een ongelukkige manier naast het voertuig"", vertelt een woordvoerder van Sjiwa. ""Het heeft een hele impact op onze medewerkers. We zijn allemaal erg ontdaan."" 


De Finse metalband Sole Remedy werd in 1998 opgericht door onder meer Henry Silmonen. Zij brachten de cd's Apoptosis en The Wounded Ones uit. De band stond zondag op podium van het festival ProgPower Europe in het Limburgse Baarlo.",10/04/2019
5051,Transport Online - Vrachtwagenchauffeur bekneld bij ongeval op A6[update+foto],"OOSTERZEE - Op de A6 bij Oosterzee zijn maandagochtend twee ongvallen gebeurd. In de richting van Lemmer vloog een personenauto met aanhanger over de kop. Twee van de drie inzittenden moesten gewond worden afgevoerd.  


Kort daarna gebeurde op de andere rijbaan een ongeluk met een vrachtwagen. De chauffeur van de vrachtwagen kwam bekneld te zitten in zijn cabine en is door de brandweer uit zijn benarde positie bevrijd. 


Hoe ernstig de verwondingen van de chauffeur zijn is nog niet bekend. Ook de oorzaak van beide ongevallen en of de ongevallen iets met elkaar te maken hebben is nog onbekend.",10/04/2019
