Titel,Artikel,Datum
Auto slaat om door gladheid bij afrit Sassenheim - Leidsch Dagblad,"Auto slaat om door gladheid bij afrit Sassenheim Een personenauto is vrijdagochtend bij de A44 van de weg geraakt, ter hoogte van afslag Sassenheim. Daarbij viel een gewonde. De auto met twee inzittenden reed de afrit af, maar vanwege de gladheid verloor de bestuurster de macht over het stuur. De wagen gleed van de weg en belandde op zijn kant onderaan de A44 op het Klinkenberg. Omstanders hebben de auto terug op vier wielen gezet. Een persoon is per ambulance naar het ziekenhuis vervoerd. De wagen heeft veel schade opgelopen en is weggesleept door een berger. Meer nieuws uit Duin- en Bollenstreek",18/01/2019
WOS.nl: Motorrijder gewond op Koningin Julianaweg,"WOS.nl: Motorrijder gewond op Koningin Julianaweg 
            Je kunt zelf jouw bijdrage/tip via dit formulier toesturen. Wij zullen deze controleren en mogelijk gebruiken voor publicatie. Let op! Aangeleverd materiaal dient rechtenvrij te zijn of er moet schriftelijk toestemming zijn verleend voor het gebruik ervan.
         
                Ik ga akkoord met de                  › Motorrijder gewond op Koningin Julianaweg Motorrijder gewond op Koningin Julianaweg Een motorrijder is vrijdagmiddag gewond geraakt bij een ongeluk op de Koningin Julianaweg in 's-Gravenzande. De man werd aangereden door een automobilist, die vanuit de Wattstraat richting de Naaldwijkseweg wilde rijden. Daarbij zag hij het slachtoffer, dat van rechts kwam, waarschijnlijk over het hoofd. De politie heeft op de rotonde bij de Eikenlaan de Koningin Julianaweg richting het ongeluk tijdelijk afgesloten. Dit zorgde voor een hoop extra verkeersdrukte in de nabije omgeving. Het slachtoffer moest geruime tijd wachten op een ambulance. Daarin is hij uiteindelijk nagekeken. 
                                        maandag 13 mei 2019, 17:23                                     
                                        Een deel van de slachtoffers van de brand in een pand aan de Molenstraat in...                                     
                                        maandag 13 mei 2019, 17:07                                     
                                        De Koninklijke Marechaussee heeft zondag 27 vreemdelingen aangetroffen in Hoek...                                     
                                        maandag 13 mei 2019, 8:55                                     
                                        Een automobilist is maandagochtend met de schrik vrijgekomen na een aanrijding...                                     
                                        maandag 13 mei 2019, 8:25                                     
                                        Twee inzittenden zijn in de nacht van zondag op maandag met een auto in het...                                     
                                        zondag 12 mei 2019, 14:02                                     
                                        Vrijwel alle omwonenden die in de nacht van zaterdag op zondag bij de brand in...                                     
                                        zondag 12 mei 2019, 4:51                                     
                                        In een woning aan de Molenstraat in Naaldwijk, boven Grillroom Pizzeria...                                     
                                        zaterdag 11 mei 2019, 12:18                                     
                                        Op de parkeerplaats van strandopgang Beukel aan de Verlengde Strandweg in...                                     
                                        vrijdag 10 mei 2019, 14:44                                     
                                        Diverse Maassluizers zijn volgens de politie vrijdagmiddag slachtoffer geworden...                                     
                                        donderdag 9 mei 2019, 9:00                                     
                                        Een vrijwilliger van de politie heeft dinsdagavond  in Maassluis een...                                     
                                        woensdag 8 mei 2019, 19:42                                     
                                        Een automobilist is woensdag aan het begin van de avond in botsing gekomen met...                                     
                                        woensdag 8 mei 2019, 14:34                                     
                                        De inhoudelijke behandeling van de moord op de 52-jarige cafébaas uit...                                     
                                        woensdag 8 mei 2019, 10:44                                     
                                        Aan de Aalbessenlaan in Wateringen is in de nacht van dinsdag op woensdag...                                     
                                        dinsdag 7 mei 2019, 16:51                                     
                                        Een scooterrijder is dinsdagmiddag even na 16.00 uur op de Rozenlaan in...                                     
                                        dinsdag 7 mei 2019, 8:17                                     
                                        Een ‘drugsluikje’ om afval van drugsproductie te dumpen of het afschaffen...                                     
                                        maandag 6 mei 2019, 14:36                                     
                                        Een automobilist is maandagmiddag op de Dorppolderweg in Schipluiden uit de...                                     Nieuws in 100 seconden Beluister het laatste WOS Nieuws 
                                Over ons                             Deze website maakt gebruik van cookies. Voor meer informatie klik ",?/?/????
Eerste slachtoffer door gladheid een feit: man breekt been na val in Breda | Breda | bndestem.nl,"Op de Graaf Hendrik III Laan in Breda is iemand uitgegleden door gladheid. Eerste slachtoffer door gladheid een feit: man breekt been na val in Breda 
									BREDA - Het eerste slachtoffer door gladheid is een feit: op de Graaf Hendrik III Laan in Breda is vrijdagochtend iemand uitgegleden. Vermoedelijk heeft hij er een gebroken been aan overgehouden.  Handhavers van de gemeente waren er snel bij. Ook een gealarmeerde ambulance kwam met spoed naar het ongeval. Na onderzoek bleek dat het slachtoffer waarschijnlijk zijn been heeft gebroken.  Hij is naar het ziekenhuis gebracht.  Op de Graaf Hendrik III Laan in Breda is iemand uitgegleden door gladheid. 'NAC moet met trainer Ruud Brood doorgaan in de eerste divisie' 'NAC moet met trainer Ruud Brood doorgaan in de eerste divisie'",10/11/????
Auto ramt vangrail op A1 bij Terschuur | Amersfoort | AD.nl,"Auto ramt vangrail op A1 bij Terschuur 
									Een automobiliste is vanmorgen tegen de vangrail gebotst langs de A1 bij Terschuur, toen ze tijdens het invoegen schrok omdat de auto's voor haar op de rem trapten. Haar auto liep fikse schade op, maar de vrouw bleef ongedeerd. Het ongeluk zorgde een file vanaf knooppunt Hoevelaken.",?/?/????
Meisje krijgt traumabeertje na botsing tussen auto en fietser in Apeldoorn | Apeldoorn | AD.nl,"Politie en ambulance ter plaatse na het ongeluk op de Latonalaan in Apeldoorn Meisje krijgt traumabeertje na botsing tussen auto en fietser in Apeldoorn 
									Bij een aanrijding aan de Latonalaan in Apeldoorn zijn vanmiddag de vier betrokken met de schrik vrijgekomen. Wel hebben zowel fiets als auto schade opgelopen.  In de auto zaten twee kinderen en een bestuurder. Een meisje kreeg een traumabeertje. Deze knuffel is er om kinderen gerust te stellen als zij een ongeluk heeft meegemaakt. De Latonalaan werd na het ongeval een half uur afgesloten voor verkeer.",?/?/????
"Auto vliegt uit de bocht op A2 bij knooppunt Empel, weg weer vrij | Den Bosch | AD.nl","Auto uit de bocht gevlogen, afrit A59 dicht. Auto vliegt uit de bocht op A2 bij knooppunt Empel, weg weer vrij 
									DEN BOSCH - Op de A2 ter hoogte van knooppunt Empel is er een auto uit de bocht gevlogen. Dit gebeurde op de afrit naar de A59 richting Waalwijk. De afrit was afgesloten, maar is inmiddels weer vrijgegeven. Door het ongeluk was het vrijdagmiddag niet mogelijk vanuit Utrecht de A59 richting Waalwijk op te rijden. Hierdoor ontstond een file in de richting van Den Bosch. De weg is inmiddels weer vrij en de file is volledig opgelost.  De auto vloog uit de bocht en belandde in de sloot. Het is niet bekend of er iemand gewond is geraakt bij het ongeval.  Bekijk hier hoe Rijkswaterstaat de auto uit de sloot trok: Rijkswaterstaat Verkeersinformatie",15/54/????
Fietsster zwaargewond na aanrijding op Hoefkade | Den Haag | AD.nl,Fietsster zwaargewond na aanrijding op Hoefkade Een fietsster op een elektrische fiets is vanmiddag gewond geraakt bij een aanrijding met een personenauto op de Hoefkade. Het ongeluk vond plaats op de kruising met de Wolterbeekstraat.  Redactie Haagsche Courant Meerdere ambulances en een traumahelikopter rukten uit voor de aanrijding. De vrouw wordt met nog onbekende verwondingen naar een ziekenhuis gebracht. Elke ochtend het nieuws uit Den Haag in je mailbox? Schrijf je in voor de  Ongeluk op de Hoefkade,19/01/????
Vrouw rijdt water in na botsing | Woerden | AD.nl,"Vrouw rijdt water in na botsing 
									Op de Hoofdweg in Mijdrecht is een vrouw met haar auto van de weg geraakt na een botsing en het water ingereden.  De vrouw reed in een blauwe auto over de Hoofdweg richting Mijdrecht toen een auto vanaf de Roerdomp de Hoofdweg op reed en haar ramde. De blauwe auto kwam vervolgens tegen een tegenligger aan en daarna belandde zij in de sloot. De vrouw is met behulp van omstanders uit de auto gehaald. Ze had enkel natte voeten. Er raakte niemand gewond. Clubverkiezing Groene Hart 2019 Regiosport Groene Hart",?/?/????
"Auto rijdt van talud in Hengelo na aanrijding, bestuurster gewond | Hengelo | AD.nl","Auto rijdt van talud in Hengelo na aanrijding, bestuurster gewond HENGELO - Een automobiliste is vrijdag aan het begin van de avond tien meter naar beneden van een talud gereden op de Beneluxlaan in Hengelo.  Ambulancepersoneel heeft de dame uit haar benarde positie in de auto gehaald. De weg is momenteel grotendeels afgesloten. De automobiliste heeft voordat ze van het talud af is gereden een aanrijding gehad op de kruising. Daardoor is ze met haar auto van de weg geraakt en tien meter naar beneden gereden.  De vrouw wordt per ambulance naar het ziekenhuis gebracht. De ernst van haar verwondingen is onbekend. ",19/53/????
Vrouw gewond na frontale botsing in Rijen | Oosterhout | AD.nl,"Frontale botsing in Rijen Vrouw gewond na frontale botsing in Rijen 
									RIJEN - Op de Mary Zeldenrustlaan in Rijen zijn vrijdagmiddag twee auto's frontaal op elkaar gebotst. Hierbij raakte een van de bestuursters gewond. Zij is in de ambulance behandeld.  Het ongeluk gebeurde rond 12.45 uur. De auto's botsten op elkaar in een bocht en raakten flink beschadigd. Hoe het kon dat de voertuigen zo op elkaar botsten,  is niet bekend.  De politie had de straat afgezet voor bergingswerkzaamheden. De auto's zijn inmiddels weggesleept. ",?/?/????
Grote vertraging op A15 na ongeluk - RTV Rijnmond,"
						Op de A15 bij Rotterdam is vrijdagmiddag een lange file ontstaan na een kettingbotsing. Rond 16.30 was er richting Europoort sprake van twee uur vertraging.
					 Bij Charlois botsten vijf auto's op elkaar op de linkerbaan. Drie rijstroken werden afgesloten. Volgens de politie is er voornamelijk blikschade. Één bestuurder is met nekklachten overgebracht naar het ziekenhuis. Rijkswaterstaat is momenteel bezig met het schoonmaken van het wegdek, het gaat nog even duren voordat de weg weer open kan. Door het ongeluk loopt het inmiddels op meerdere plekken in Rotterdam vast. ",18/1/2019
Twee gewonden bij auto over de kop in Den Helder [video] - Noordhollands Dagblad,Een auto is vrijdag aan het einde van de middag op de Krugerstraat in Den Helder op de kop geraakt. Twee personen zijn daarbij gewond geraakt. De auto is tegen een geparkeerde auto gereden en raakte vervolgens tot stilstand op het dak. De bestuurder en bijrijdster zijn met de ambulance voor controle mee naar het ziekenhuis. De auto is door een berger overeind gezet. Het voertuig is beschadigd geraakt door het ongeval. De straat was enige tijd afgesloten geweest. Meer nieuws uit Den Helder e.o.,18/01/2019
Fietser onderuit door gladheid in Enschede — 112Twente.nl,"HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd"" Fietser onderuit door gladheid in Enschede — 112Twente.nl 
112Twente.nl gebruikt cookies om content te personaliseren, om advertenties te tonen en om ons websiteverkeer te analyseren. Informatie over uw gebruik van deze website kan mogelijk gedeeld worden met derde partijen.
 
Fietser onderuit door gladheid in Enschede  
Fietser onderuit door gladheid in Enschede  Enschede - De hulpdiensten zijn vanmiddag uitgerukt voor een melding van een ongeval op de Joke Smitlanden in Enschede. Ter plaatse bleek er een fietser onderuit te zijn gegaan als gevolg van de gladheid. De fietser kwam met zijn been vast te zitten tussen de fiets en de trapper. De brandweer werd opgeroepen ter assistentie. De fietser raakte gewond aan zijn been en is per ambulance overgebracht naar het ziekenhuis.  Wekelijkse nieuwsbrief 
Blijf op de hoogte van actualiteiten met onze wekelijkse nieuwsbrief. Elke zaterdag het laatste nieuws in uw e-mail inbox.
 
Altijd het laatste nieuws binnen handbereik via uw Android of iOS apparaat.
 
24 uur per dag nieuws uit de regio! Altijd op de hoogte van het laatste nieuws uit Twente.
 . Alle rechten voorbehouden aan haar rechtmatige eigenaren.  . Softwareontwikkeling nodig? ",?/?/????
Fietser rijdt door na aanrijding met andere fietser in Diepenveen | Deventer | tubantia.nl,"Politie na het ongeval tussen fietser en brommer bij de Boxbergerweg. Fietser rijdt door na aanrijding met andere fietser in Diepenveen 
									De fietser die vanavond betrokken was bij een aanrijding met een andere fietser op de Boxbergerweg in Diepenveen, is na het ongeval weggefietst. De politie zoekt hem. Bij de aanrijding kwam één fietser ten val. Na de val bleek hij niet aanspreekbaar en werd hij met onbekend letsel door een ambulance overgebracht naar het ziekenhuis. De andere fietser, een 18-jarige jongen in donkere kleding en met een opvallend gekleurde en gebreide muts, reed na het ongeluk in de richting van Olst. Het fietspad werd tijdelijk door de politie afgezet. ",20/13/????
